ticketNumber,createdTime,closedTime,status,channel,threadCount,motivo,detalhe,submotivo,localizador,filial,linha,solucao,servico,dataViagem
1036542,2025-11-01T05:24:40.000Z,2025-11-01T05:38:01.000Z,Fechado - Procedente,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1EDV54,Real Expresso,MG/UBERLANDIA - SP/SAO PAULO 200449,,20403885,2025-10-31T15:00:00.000Z
1037138,2025-11-01T20:59:40.000Z,2025-11-03T18:26:51.000Z,Fechado - Sem Interação,0800 - Expresso Guanabara,8,Viagem,Problema Mecânico,Veículo,1DP1QM,Real Expresso,GO/GOIANIA - PR/CURITIBA 200461,Cortesia,20404105,
1036613,2025-11-01T11:24:15.000Z,2025-11-02T15:46:04.000Z,Fechado - Procedente,0800 - UTIL,3,Viagem,Problema Mecânico,Veículo,1EE8UU,Real Expresso,MT/ALTA FLORESTA - DF/BRASILIA 200438,Sem Oferta,20402930,2025-11-01T10:45:00.000Z
1036590,2025-11-01T10:57:32.000Z,2025-11-12T17:53:11.000Z,Fechado - Procedente,0800 - Expresso Guanabara,9,Viagem,Problema Mecânico,Veículo,1EDZPA,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO 100231,Devolução,,2025-10-31T20:00:00.000Z
1036736,2025-11-01T13:34:10.000Z,2025-11-04T19:34:47.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EBDYN,Expresso Guanabara,SAO LUIS(MA) - TUTOIA(MA) VIA BARREIRINHAS(MA),Cortesia,10205205,2025-11-01T10:30:00.000Z
1037321,2025-11-02T03:44:59.000Z,2025-11-04T18:24:20.000Z,Fechado - Procedente,Fale Conosco,3,Viagem,Problema Mecânico,Veículo,1EENQY,Real Expresso,DF/BRASILIA - GO/GOIANIA 200452,Cortesia,20304115,2025-11-02T00:35:00.000Z
1036995,2025-11-01T18:01:08.000Z,2025-11-04T19:50:49.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1ECWTE,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,Cortesia,10201605,2025-10-31T20:00:00.000Z
1037592,2025-11-02T15:07:03.000Z,2025-11-02T15:48:32.000Z,Fechado - Procedente,0800 - Expresso Guanabara,2,Viagem,Problema Mecânico,Veículo,1D8VER,Real Expresso,DF/BRASILIA - MG/UBERLANDIA 200380,Cortesia,20423240,
1037297,2025-11-02T01:41:31.000Z,2025-11-05T19:43:34.000Z,Fechado - Procedente,Fale Conosco,3,Viagem,Problema Mecânico,Veículo,1DRRFY,Expresso Guanabara,BA/FEIRA DE SANTANA - PE/RECIFE 100685,Sem Oferta,10326225,2025-10-26T15:00:00.000Z
1037192,2025-11-01T22:07:53.000Z,2025-11-04T19:35:25.000Z,Fechado - Procedente,0800 - Expresso Guanabara,5,Viagem,Problema Mecânico,Veículo,1EDVJ9,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,,10411605,2025-10-31T15:00:00.000Z
1037190,2025-11-01T22:05:00.000Z,2025-11-05T12:49:57.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EBA2S,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,Cortesia,10201690,2025-10-31T16:00:00.000Z
1037194,2025-11-01T22:09:37.000Z,2025-11-04T19:36:43.000Z,Fechado - Procedente,0800 - Expresso Guanabara,2,Viagem,Problema Mecânico,Veículo,1ED4TQ,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,Cortesia,10201605,2025-11-01T20:00:00.000Z
1037314,2025-11-02T02:33:24.000Z,2025-11-06T17:15:11.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1ECEPJ,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,Cortesia,10201605,2025-10-31T20:41:00.000Z
1037568,2025-11-02T14:46:51.000Z,2025-11-04T12:32:26.000Z,Fechado - Procedente,Fale Conosco,5,Viagem,Problema Mecânico,Veículo,1EACJF,Real Expresso,GO/GOIANIA - PR/CURITIBA 200433,,20203275,2025-11-01T18:20:00.000Z
1037575,2025-11-02T14:53:25.000Z,2025-11-03T15:24:05.000Z,Duplicado,Reclame Aqui,2,Viagem,Problema Mecânico,Veículo,,Util,,,,
1037553,2025-11-02T14:33:36.000Z,2025-11-06T12:18:16.000Z,Fechado - Procedente,0800 - Real Expresso,10,Viagem,Problema Mecânico,Veículo,1EEXU3,Real Expresso,MG/UBERLANDIA - PR/CURITIBA 200420,Cortesia,20204005,2025-11-02T06:10:00.000Z
1037803,2025-11-02T19:24:38.000Z,2025-11-03T20:00:35.000Z,Fechado - Procedente,Reclame Aqui,5,Viagem,Problema Mecânico,Veículo,1EEUT4,Rápido Federal,DF/BRASILIA - MG/PARACATU 250197,,25202815,2025-11-02T12:15:00.000Z
1037812,2025-11-02T19:34:43.000Z,2025-11-05T17:09:41.000Z,Fechado - Procedente,Fale Conosco,7,Viagem,Problema Mecânico,Veículo,1DU9EB,Expresso Guanabara,CE/FORTALEZA - MA/SAO LUIS VIA 085 100689,Cortesia,10206245,2025-11-02T15:00:00.000Z
1037721,2025-11-02T17:43:17.000Z,2025-11-04T18:08:20.000Z,Duplicado,Fale Conosco,1,Viagem,Problema Mecânico,Veículo,1E01AE,Expresso Guanabara,TERESINA(PI) - LUIS CORREIA(PI) 100203,,10412470,2025-10-16T15:00:00.000Z
1037720,2025-11-02T17:42:57.000Z,2025-11-06T12:53:13.000Z,Fechado - Procedente,0800 - Expresso Guanabara,10,Viagem,Problema Mecânico,Veículo,1E01AE,Expresso Guanabara,TERESINA(PI) - LUIS CORREIA(PI) 100203,Desconto,10412470,2025-10-16T21:01:00.000Z
1038118,2025-11-03T08:55:00.000Z,2025-11-04T16:00:28.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1EE591,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,2025-11-02T20:00:00.000Z
1038114,2025-11-03T07:42:02.000Z,2025-11-04T16:00:17.000Z,Fechado - Procedente,0800 - Real Expresso,5,Viagem,Problema Mecânico,Veículo,1EEFEP,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,2025-11-02T20:00:00.000Z
1038127,2025-11-03T09:14:56.000Z,2025-11-05T11:57:54.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EEV2F,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,2025-11-02T18:00:00.000Z
1038115,2025-11-03T07:57:32.000Z,2025-11-04T18:33:59.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1EF5HV,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20422920,2025-11-02T18:00:00.000Z
1038119,2025-11-03T08:57:34.000Z,2025-11-04T15:59:45.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1E4Z4E,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,2025-11-02T15:15:00.000Z
1038116,2025-11-03T08:19:56.000Z,2025-11-04T15:59:52.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1EF4TY,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,2025-11-02T20:00:00.000Z
1038124,2025-11-03T09:07:31.000Z,2025-11-04T16:00:01.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1CYCBX,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,2025-11-02T16:20:00.000Z
1038297,2025-11-03T12:00:37.000Z,2025-11-03T12:08:32.000Z,Fechado - Procedente,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1EACQM,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,,48123,2025-10-31T15:00:00.000Z
1038339,2025-11-03T12:20:57.000Z,2025-11-03T12:30:23.000Z,Duplicado,Web to Case,1,Viagem,Problema Mecânico,Veículo,1C5395,Util,MG/BELO HORIZONTE - RJ/CABO FRIO 150411,,15204815,
1038216,2025-11-03T11:11:54.000Z,2025-11-04T14:04:44.000Z,Duplicado,WhatsApp Chat,1,Viagem,Problema Mecânico,Veículo,1EDD13,Rápido Federal,BA/IRECE - SP/SAO PAULO 250221,,25402995,2025-11-02T02:59:00.000Z
1038340,2025-11-03T12:21:33.000Z,2025-11-05T15:42:11.000Z,Fechado - Sem Interação,Web to Case,5,Viagem,Problema Mecânico,Veículo,1C5395/1C4Y62,Util,MG/BELO HORIZONTE - RJ/CABO FRIO 150411,,15204815,2025-10-13T11:00:00.000Z
1038387,2025-11-03T12:41:29.000Z,2025-11-04T19:40:04.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1EEVNK,Real Expresso,DF/BRASILIA - GO/GOIANIA 200452,Cortesia,20304115,2025-11-02T00:00:00.000Z
1038466,2025-11-03T13:17:47.000Z,2025-11-11T14:07:36.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1DNB3J / 1DNDRZ,Expresso Guanabara,CE/FORTALEZA - PB/PATOS 100701,Cortesia,10417190,2025-10-21T01:06:00.000Z
1038344,2025-11-03T12:23:28.000Z,2025-11-05T19:14:35.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1DCGMT/1DCGKY/1DCGK2/1DCGJ0,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,,10201605,2025-10-31T20:00:00.000Z
1038433,2025-11-03T13:01:38.000Z,2025-11-06T14:43:25.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1EAEU2,Expresso Guanabara,FORTALEZA(CE) - SAO BENEDITO(CE) VIA CARIRE 100574,Desconto,10104995,2025-11-02T15:00:00.000Z
1038548,2025-11-03T13:59:02.000Z,2025-11-12T12:03:04.000Z,Fechado - Procedente,0800 - Real Expresso,5,Viagem,Problema Mecânico,Veículo,1DBBVK,Real Expresso,GO/ANAPOLIS - RJ/RIO DE JANEIRO 200422,Cortesia,20422770,
1038962,2025-11-03T17:08:12.000Z,2025-11-04T19:04:53.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1E9E38,Real Expresso,DF/BRASILIA - RS/PORTO ALEGRE 200428,Desconto,20402790,2025-10-29T12:00:00.000Z
1038911,2025-11-03T16:43:33.000Z,2025-11-07T18:16:40.000Z,Fechado - Procedente,0800 - Expresso Guanabara,7,Viagem,Problema Mecânico,Veículo,1EC3C9,Real Expresso,GO/GOIANIA - MA/PINHEIRO 200445,Cortesia,20313270,2025-10-31T00:25:00.000Z
1038971,2025-11-03T17:13:47.000Z,2025-11-04T17:08:53.000Z,Duplicado,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1EC40S,Real Expresso,GO/GOIANIA - MA/PINHEIRO 200445,,20313270,2025-10-31T00:25:00.000Z
1038942,2025-11-03T16:57:38.000Z,2025-11-04T17:22:05.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1ECEHV,Real Expresso,GO/GOIANIA - MA/PINHEIRO,Cortesia,20313270,2025-10-31T00:25:00.000Z
1039344,2025-11-03T20:31:28.000Z,2025-11-04T12:32:29.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1EC6DE,Real Expresso,,Cortesia,20203275,2025-10-29T20:30:00.000Z
1039541,2025-11-03T22:28:44.000Z,2025-11-05T14:45:36.000Z,Fechado - Procedente,Fale Conosco,8,Viagem,Problema Mecânico,Veículo,1ED00J,Real Expresso,DF/BRASILIA - MG/UBERLANDIA 200380,Cortesia,20403240,2025-11-02T18:35:00.000Z
1039590,2025-11-03T23:07:09.000Z,2025-11-06T17:24:41.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1EDXZH,Expresso Guanabara,,Cortesia,10413145,2025-11-03T15:00:00.000Z
1039572,2025-11-03T22:52:23.000Z,2025-11-05T19:20:48.000Z,Fechado - Improcedente,0800 - Expresso Guanabara,2,Viagem,Problema Mecânico,Veículo,1EFFVF,Expresso Guanabara,,,10203145,2025-11-03T15:00:00.000Z
1039598,2025-11-03T23:10:51.000Z,2025-11-04T19:57:18.000Z,Fechado - Procedente,Reclame Aqui,5,Viagem,Problema Mecânico,Veículo,1EEVEZ,Rápido Federal,DF/BRASILIA - MG/PARACATU 250197,,25202815,2025-11-02T12:15:00.000Z
1039602,2025-11-03T23:15:22.000Z,2025-11-05T19:29:05.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EFKPQ,Expresso Guanabara,,Cortesia,10203145,2025-11-03T18:09:00.000Z
1039576,2025-11-03T22:54:42.000Z,2025-11-06T11:35:58.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EBVNE,Expresso Guanabara,FORTALEZA(CE) - JUAZEIRO DO NORTE(CE) 100278,Cortesia,10203145,2025-11-03T15:00:00.000Z
1039700,2025-11-04T03:32:36.000Z,2025-11-05T19:39:49.000Z,Fechado - Procedente,Reclame Aqui,5,Viagem,Problema Mecânico,Veículo,1EBQEF,Util,MG/BARBACENA - SP/SAO PAULO 150405,,15404115,2025-11-03T23:25:00.000Z
1040181,2025-11-04T14:07:41.000Z,2025-11-04T14:19:41.000Z,Duplicado,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1EC40S,Real Expresso,GO/GOIANIA - MA/PINHEIRO 200446,Cortesia,20313270,
1039870,2025-11-04T11:54:52.000Z,2025-11-06T16:51:40.000Z,Fechado - Procedente,0800 - Expresso Guanabara,5,Viagem,Problema Mecânico,Veículo,1EFP3S,Expresso Guanabara,FORTALEZA(CE) - JUAZEIRO DO NORTE(CE) 100281,Sem Oferta,10203145,2025-11-03T15:34:00.000Z
1040005,2025-11-04T12:51:44.000Z,2025-11-06T16:52:01.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EDZWY,Expresso Guanabara,FORTALEZA(CE) - SOBRAL(CE) - EXPRESSO,Cortesia,10201605,2025-10-31T20:00:00.000Z
1039988,2025-11-04T12:44:47.000Z,2025-11-06T17:55:07.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1E1M4W,Expresso Guanabara,,Desconto,10206253,2025-10-26T15:00:00.000Z
1040155,2025-11-04T13:57:05.000Z,2025-11-09T13:53:54.000Z,Fechado - Procedente,Reclame Aqui,6,Viagem,Problema Mecânico,Veículo,1DR3R5,Real Expresso,DF/BRASILIA - RS/PORTO ALEGRE 200427,,20423175,2025-10-24T21:00:00.000Z
1040265,2025-11-04T14:50:42.000Z,2025-11-05T19:20:45.000Z,Fechado - Procedente,Fale Conosco,5,Viagem,Problema Mecânico,Veículo,1DXX8N - 1DXX8P,Real Expresso,MG/UBERLANDIA - SP/SAO PAULO 200449,Cortesia,20503885,2025-11-01T02:59:00.000Z
1040570,2025-11-04T17:05:48.000Z,2025-11-06T12:07:32.000Z,Fechado - Procedente,NPS,5,Viagem,Problema Mecânico,Veículo,1EAYXH,Real Expresso,DF/BRASILIA - TO/PALMAS 200406,,20302810,2025-10-31T22:00:00.000Z
1041412,2025-11-05T03:01:21.000Z,2025-11-06T13:35:58.000Z,Fechado - Procedente,Web to Case,3,Viagem,Problema Mecânico,Veículo,1E1AW5,Rápido Federal,DF/BRASILIA - BA/BARREIRAS 250178,Cortesia,25503190,2025-11-04T23:30:00.000Z
1040581,2025-11-04T17:11:06.000Z,2025-11-06T15:08:10.000Z,Fechado - Procedente,Consumidor Gov,7,Viagem,Problema Mecânico,Veículo,1DYQD9,Rápido Federal,SALVADOR - SEABRA 250025,,25101145,2025-10-13T11:00:00.000Z
1040538,2025-11-04T16:53:36.000Z,2025-11-07T13:38:38.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EANCE,Util,,,15602490,2025-11-04T15:00:00.000Z
1041239,2025-11-04T22:35:49.000Z,2025-11-12T17:47:31.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1E68X0,Expresso Guanabara,,Cortesia,10206455,2025-11-05T01:11:00.000Z
1041116,2025-11-04T21:09:19.000Z,2025-11-06T12:07:10.000Z,Fechado - Procedente,0800 - Real Expresso,4,Viagem,Problema Mecânico,Veículo,1E49N3,Rapido Federal,,Cortesia,25303070,2025-10-21T01:00:00.000Z
1041371,2025-11-05T01:12:12.000Z,2025-11-10T18:36:22.000Z,Fechado - Procedente,Agências,2,Viagem,Problema Mecânico,Veículo,,Util,,,,
1041414,2025-11-05T03:28:23.000Z,2025-11-06T13:43:49.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1EH5JQ,Rapido Federal,DF/BRASILIA - BA/BARREIRAS 250178,Cortesia,25503190,2025-11-04T23:30:00.000Z
1041742,2025-11-05T13:11:53.000Z,2025-11-05T14:59:54.000Z,Fechado - Procedente,Orgaos Fiscalizadores,1,Viagem,Problema Mecânico,Veículo,,Expresso Guanabara,,,,
1041763,2025-11-05T13:20:14.000Z,2025-11-05T13:24:23.000Z,Fechado - Procedente,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1EE0A7,Expresso Guanabara,,,10201605,2025-10-31T15:00:00.000Z
1042104,2025-11-05T16:10:18.000Z,2025-11-06T11:51:28.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1EEFEP,Real Expresso,GO/GOIANIA - SP/SANTOS 200412,Cortesia,20302920,
1041919,2025-11-05T14:31:26.000Z,2025-11-07T18:44:08.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EG01K,Rápido Federal,DF/BRASILIA - BA/BARREIRAS 250178,Cortesia,25503190,2025-11-04T23:30:00.000Z
1042580,2025-11-05T19:55:53.000Z,2025-11-07T18:56:08.000Z,Fechado - Procedente,0800 - Real Expresso,4,Viagem,Problema Mecânico,Veículo,1EEH6Z,Rapido Federal,DF/BRASILIA - BA/BARREIRAS 250178,Cortesia,25403190,2025-11-04T23:30:00.000Z
1042544,2025-11-05T19:32:12.000Z,2025-11-06T14:27:19.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1EFW8Z,Real Expresso,GO/GOIANIA - PR/CURITIBA 200433,Cortesia,20203275,2025-11-05T15:45:00.000Z
1042815,2025-11-05T22:16:28.000Z,2025-11-07T18:25:48.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1E9Q8R,Expresso Guanabara,SP/SANTOS - CE/FORTALEZA VIA PI/TERESINA 100771,Cortesia,10326675,2025-11-05T12:02:00.000Z
1042988,2025-11-06T02:27:05.000Z,2025-11-06T02:41:38.000Z,Fechado - Procedente,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,,Expresso Guanabara,,,,
1043152,2025-11-06T11:40:38.000Z,2025-11-07T12:40:14.000Z,Fechado - Procedente,0800 - Real Expresso,3,Viagem,Problema Mecânico,Veículo,1EJ8SP,Real Expresso,DF/BRASILIA - SP/SAO PAULO 200415,Cortesia,20303955,2025-11-06T01:35:00.000Z
1043172,2025-11-06T11:53:39.000Z,2025-11-06T12:43:50.000Z,Fechado - Procedente,0800 - Real Expresso,2,Viagem,Problema Mecânico,Veículo,1E509D,Real Expresso,DF/BRASILIA - RS/PORTO ALEGRE 200428,Devolução,20202790,
1043829,2025-11-06T17:24:10.000Z,2025-11-10T19:24:49.000Z,Fechado - Procedente,Web to Case,13,Viagem,Problema Mecânico,Veículo,1C5395/1C4Y62,Util,MG/BELO HORIZONTE - RJ/CABO FRIO 150411,Devolução,15204815,2025-10-13T11:00:00.000Z
1044223,2025-11-06T20:28:55.000Z,2025-11-07T17:12:40.000Z,Duplicado,Fale Conosco,1,Viagem,Problema Mecânico,Veículo,1BGQAC,Expresso Guanabara,JOAO PESSOA(PB) - CAJAZEIRAS(PB),,10301210,
1043280,2025-11-06T12:45:21.000Z,2025-11-07T12:53:47.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EHJW5,Real Expresso,DF/BRASILIA - SP/SAO PAULO 200415,Cortesia,20303955,2025-11-05T16:00:00.000Z
1043444,2025-11-06T13:53:30.000Z,2025-11-07T19:17:06.000Z,Fechado - Procedente,0800 - Real Expresso,4,Viagem,Problema Mecânico,Veículo,1EGSJC,Rapido Federal,SALVADOR - LUIS EDUARDO MAGALHAES via BARREIRAS 250039,Desconto,25200185,2025-11-05T19:30:00.000Z
1043419,2025-11-06T13:43:10.000Z,2025-11-06T14:32:38.000Z,Fechado - Procedente,Consumidor Gov,1,Viagem,Problema Mecânico,Veículo,15VKE4,Real Expresso,DF/BRASILIA - SP/SAO PAULO 200426,,20452340,2024-11-27T01:45:00.000Z
1043793,2025-11-06T17:06:26.000Z,2025-11-07T16:47:05.000Z,Fechado - Procedente,Consumidor Gov,5,Viagem,Problema Mecânico,Veículo,1DYQDA,Rápido Federal,SALVADOR - SEABRA 250025,,25101145,2025-10-13T11:00:00.000Z
1043896,2025-11-06T17:52:51.000Z,2025-11-11T16:45:33.000Z,Fechado - Procedente,0800 - Expresso Guanabara,3,Viagem,Problema Mecânico,Veículo,1DQVK9,Expresso Guanabara,,Desconto,10306595,2025-11-07T00:39:00.000Z
1043988,2025-11-06T18:30:37.000Z,2025-11-07T16:44:07.000Z,Fechado - Procedente,Órgãos Fiscalizadores,1,Viagem,Problema Mecânico,Veículo,1A8BYP,Rápido Federal,,,25102520,2025-05-16T22:30:00.000Z
1044096,2025-11-06T19:21:13.000Z,2025-11-06T19:21:13.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EGE0X,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044097,2025-11-06T19:21:13.000Z,2025-11-06T19:21:14.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1DWPUU,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044098,2025-11-06T19:21:13.000Z,2025-11-06T19:21:14.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1E7ZN6,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044099,2025-11-06T19:21:13.000Z,2025-11-06T19:21:14.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1E7E5R,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T21:05:00.000Z
1044064,2025-11-06T19:04:21.000Z,2025-11-07T19:30:39.000Z,Fechado - Procedente,0800 - Real Expresso,4,Viagem,Problema Mecânico,Veículo,1EH0Y8,Rápido Federal,BA/IRECE - SP/SAO PAULO 250221,Cortesia,25202995,2025-11-06T11:00:00.000Z
1044100,2025-11-06T19:21:14.000Z,2025-11-06T19:21:14.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EHMCB,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044101,2025-11-06T19:21:14.000Z,2025-11-06T19:21:14.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1DVY8S,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044102,2025-11-06T19:21:14.000Z,2025-11-06T19:21:14.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EGYX3,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044103,2025-11-06T19:21:14.000Z,2025-11-06T19:21:15.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EFH4B,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044104,2025-11-06T19:21:14.000Z,2025-11-06T19:21:15.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EHJ47,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044105,2025-11-06T19:21:15.000Z,2025-11-06T19:21:15.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EHYX8,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T21:05:00.000Z
1044106,2025-11-06T19:21:15.000Z,2025-11-06T19:21:15.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EH99Q,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T21:05:00.000Z
1044107,2025-11-06T19:21:15.000Z,2025-11-06T19:21:15.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EHZMC,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044108,2025-11-06T19:21:15.000Z,2025-11-06T19:21:16.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EG2MV,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044109,2025-11-06T19:21:15.000Z,2025-11-06T19:21:16.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EDUMJ,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044110,2025-11-06T19:21:15.000Z,2025-11-06T19:21:16.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EHTM5,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T20:30:00.000Z
1044111,2025-11-06T19:21:16.000Z,2025-11-06T19:21:16.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1EHK9B,Util,DF/BRASILIA - RJ/RIO DE JANEIRO 150457,,15454365,2025-05-11T21:05:00.000Z
1044470,2025-11-06T23:08:12.000Z,2025-11-10T13:17:53.000Z,Fechado - Procedente,0800 - Expresso Guanabara,4,Viagem,Problema Mecânico,Veículo,1EHW6B,Util,,Sem Oferta,15424665,2025-11-06T15:00:00.000Z
1044537,2025-11-07T01:03:05.000Z,2025-11-11T17:02:26.000Z,Fechado - Procedente,Fale Conosco,7,Viagem,Problema Mecânico,Veículo,1EA2XB,Expresso Guanabara,,Cortesia,10201605,2025-10-31T20:00:00.000Z
1044531,2025-11-07T00:50:52.000Z,2025-11-07T00:56:28.000Z,Fechado - Procedente,0800 - Expresso Guanabara,1,Viagem,Problema Mecânico,Veículo,1EA2XB,Expresso Guanabara,,,,
1141671,2026-01-09T13:40:49.000Z,2026-01-09T13:40:49.000Z,Fechado - Procedente,Agências,1,Viagem,Problema Mecânico,Veículo,1G718J,RÁPIDO FEDERAL,GO/GOIANIA - BA/SALVADOR,,25303000,2026-01-06T12:00:00.000Z
